 time                    	t_db                     	RH                       	Rad                      	load                     	
  +4.6680000000000000E+03	  +2.7257694244384766E+01	  +7.1500000000000000E+01	  +3.0995998535156250E+03	  +1.5236336229672643E+04	
  +4.6690000000000000E+03	  +2.7777273178100586E+01	  +6.8500000000000000E+01	  +1.9187999267578125E+03	  +1.5355666767557754E+04	
  +4.6700000000000000E+03	  +2.7903978347778320E+01	  +6.7500000000000000E+01	  +1.9475999755859375E+03	  +1.6044029803464271E+04	
  +4.6710000000000000E+03	  +2.8033750534057617E+01	  +6.7000000000000000E+01	  +1.5875999755859375E+03	  +1.5844392830157947E+04	
  +4.6720000000000000E+03	  +2.7900625228881836E+01	  +6.7500000000000000E+01	  +1.0727999267578125E+03	  +1.4673618233678329E+04	
  +4.6730000000000000E+03	  +2.7400001525878906E+01	  +6.9500000000000000E+01	  +5.1119998168945312E+02	  +1.2579802103740436E+04	
  +4.6740000000000000E+03	  +2.6853124618530273E+01	  +7.2500000000000000E+01	  +4.3200000000000000E+02	  +1.1726737394774642E+04	
  +4.6750000000000000E+03	  +2.6293750762939453E+01	  +7.5500000000000000E+01	  +8.6399993896484375E+01	  +5.9279533026533700E+03	
  +4.6760000000000000E+03	  +2.5750000000000000E+01	  +7.8000000000000000E+01	  +0.0000000000000000E+00	  +4.6749135283055102E+03	
  +4.6770000000000000E+03	  +2.5250000000000000E+01	  +8.0000000000000000E+01	  +0.0000000000000000E+00	  +3.9890170384399953E+03	
  +4.6780000000000000E+03	  +2.4706249237060547E+01	  +8.2000000000000000E+01	  +0.0000000000000000E+00	  +3.4616059107946921E+03	
  +4.6790000000000000E+03	  +2.4149999618530273E+01	  +8.3500000000000000E+01	  +0.0000000000000000E+00	  +3.0105710434249058E+03	
  +4.6800000000000000E+03	  +2.3593750000000000E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  +2.6035183952339708E+03	
  +4.6810000000000000E+03	  +2.3050001144409180E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  +7.2927229546657918E+02	
  +4.6820000000000000E+03	  +2.2550001144409180E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +3.2678116779895265E+02	
  +4.6830000000000000E+03	  +2.2050001144409180E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6840000000000000E+03	  +2.1511251449584961E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6850000000000000E+03	  +2.0901250839233398E+01	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6860000000000000E+03	  +2.0838235855102539E+01	  +9.5500000000000000E+01	  +1.2239998626708984E+02	  +4.5061353397851713E+02	
  +4.6870000000000000E+03	  +2.1161766052246094E+01	  +9.5500000000000000E+01	  +2.5559997558593750E+02	  +2.8268246500189048E+02	
  +4.6880000000000000E+03	  +2.1772222518920898E+01	  +9.4500000000000000E+01	  +1.0547998046875000E+03	  +3.9601301438843921E+03	
  +4.6890000000000000E+03	  +2.2694444656372070E+01	  +9.1000000000000000E+01	  +1.5011998291015625E+03	  +9.6904019436234685E+03	
  +4.6900000000000000E+03	  +2.3543333053588867E+01	  +8.7000000000000000E+01	  +2.0375998535156250E+03	  +1.1471777194968850E+04	
  +4.6910000000000000E+03	  +2.4506666183471680E+01	  +8.3000000000000000E+01	  +2.6603996582031250E+03	  +1.2496536808833467E+04	
  +4.6920000000000000E+03	  +2.5350000381469727E+01	  +7.9500000000000000E+01	  +2.6027998046875000E+03	  +1.2795393809012579E+04	
  +4.6930000000000000E+03	  +2.5825000762939453E+01	  +7.7000000000000000E+01	  +2.5343996582031250E+03	  +1.3110524974364507E+04	
  +4.6940000000000000E+03	  +2.6103334426879883E+01	  +7.5500000000000000E+01	  +2.2895996093750000E+03	  +1.3435648843589221E+04	
  +4.6950000000000000E+03	  +2.6354999542236328E+01	  +7.4500000000000000E+01	  +2.5451997070312500E+03	  +1.4953736017384548E+04	
  +4.6960000000000000E+03	  +2.6537500381469727E+01	  +7.4500000000000000E+01	  +1.8251998291015625E+03	  +1.5009580129994485E+04	
  +4.6970000000000000E+03	  +2.6427499771118164E+01	  +7.6000000000000000E+01	  +1.5803997802734375E+03	  +1.6162025286274662E+04	
  +4.6980000000000000E+03	  +2.6086563110351562E+01	  +7.8500000000000000E+01	  +7.6679992675781250E+02	  +1.4742674436358420E+04	
  +4.6990000000000000E+03	  +2.5360939025878906E+01	  +8.2500000000000000E+01	  +1.4759997558593750E+02	  +7.0564106967271491E+03	
  +4.7000000000000000E+03	  +2.4850000381469727E+01	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  +3.7677360781170478E+03	
  +4.7010000000000000E+03	  +2.4549999237060547E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +2.5621196404425464E+03	
  +4.7020000000000000E+03	  +2.4250000000000000E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +1.8570469664218540E+03	
  +4.7030000000000000E+03	  +2.3950000762939453E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +1.3668351705410360E+03	
  +4.7040000000000000E+03	  +2.3649999618530273E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +9.8710297059153720E+02	
  +4.7050000000000000E+03	  +2.3510000228881836E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +5.5620109674596497E+03	
  +4.7060000000000000E+03	  +2.3596250534057617E+01	  +8.8000000000000000E+01	  +0.0000000000000000E+00	  +5.6392526909275575E+03	
  +4.7070000000000000E+03	  +2.3650001525878906E+01	  +8.8000000000000000E+01	  +0.0000000000000000E+00	  +5.6425853994195359E+03	
  +4.7080000000000000E+03	  +2.3700000762939453E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +5.6292766532121068E+03	
  +4.7090000000000000E+03	  +2.3742362976074219E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +5.6089820588618240E+03	
  +4.7100000000000000E+03	  +2.3876390457153320E+01	  +9.1000000000000000E+01	  +5.7599998474121094E+01	  +5.8462408616845951E+03	
  +4.7110000000000000E+03	  +2.4470832824707031E+01	  +9.0500000000000000E+01	  +5.6520001220703125E+02	  +9.1073900942626096E+03	
  +4.7120000000000000E+03	  +2.5202501296997070E+01	  +8.9000000000000000E+01	  +5.2200000000000000E+02	  +9.0300544554046064E+03	
  +4.7130000000000000E+03	  +2.5219524383544922E+01	  +8.9500000000000000E+01	  +2.5200000000000000E+02	  +1.1772952035605624E+04	
  +4.7140000000000000E+03	  +2.5540475845336914E+01	  +8.8000000000000000E+01	  +1.2420000000000000E+03	  +1.4632665150922630E+04	
  +4.7150000000000000E+03	  +2.6094791412353516E+01	  +8.5000000000000000E+01	  +1.1591999511718750E+03	  +1.5362881325819359E+04	
  +4.7160000000000000E+03	  +2.6551042556762695E+01	  +8.2500000000000000E+01	  +1.3787999267578125E+03	  +1.6400779286555739E+04	
  +4.7170000000000000E+03	  +2.7020833969116211E+01	  +8.0000000000000000E+01	  +1.6847999267578125E+03	  +1.7185993322039070E+04	
  +4.7180000000000000E+03	  +2.7304166793823242E+01	  +7.8500000000000000E+01	  +1.2671999511718750E+03	  +1.6922206263033175E+04	
  +4.7190000000000000E+03	  +2.7543333053588867E+01	  +7.7500000000000000E+01	  +1.5480000000000000E+03	  +1.7964970361749383E+04	
  +4.7200000000000000E+03	  +2.7906667709350586E+01	  +7.6500000000000000E+01	  +2.0375999755859375E+03	  +2.0536084242641777E+04	
  +4.7210000000000000E+03	  +2.8147619247436523E+01	  +7.6500000000000000E+01	  +1.2420000000000000E+03	  +2.0134440403778721E+04	
  +4.7220000000000000E+03	  +2.8029464721679688E+01	  +7.8000000000000000E+01	  +6.0120001220703125E+02	  +1.8067448889285792E+04	
  +4.7230000000000000E+03	  +2.7649999618530273E+01	  +8.0500000000000000E+01	  +1.3680000305175781E+02	  +1.2260054833942962E+04	
  +4.7240000000000000E+03	  +2.7256250381469727E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  +9.5870228610654558E+03	
  +4.7250000000000000E+03	  +2.6900001525878906E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +8.6019859650281833E+03	
  +4.7260000000000000E+03	  +2.6500000000000000E+01	  +8.6500000000000000E+01	  +0.0000000000000000E+00	  +7.9888625752371991E+03	
  +4.7270000000000000E+03	  +2.6100000381469727E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +7.5391378817942013E+03	
  +4.7280000000000000E+03	  +2.5750000000000000E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +7.1923819434883208E+03	
  +4.7290000000000000E+03	  +2.5400001525878906E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +1.1888823287137331E+04	
  +4.7300000000000000E+03	  +2.5000000000000000E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +1.1801728146599038E+04	
  +4.7310000000000000E+03	  +2.4550001144409180E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +1.1607614043800106E+04	
  +4.7320000000000000E+03	  +2.4100000381469727E+01	  +9.3500000000000000E+01	  +0.0000000000000000E+00	  +1.1383190760891543E+04	
  +4.7330000000000000E+03	  +2.3699998855590820E+01	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  +1.1165360602728029E+04	
  +4.7340000000000000E+03	  +2.3658334732055664E+01	  +9.8000000000000000E+01	  +1.6200000000000000E+02	  +1.3090411052896197E+04	
  +4.7350000000000000E+03	  +2.4429166793823242E+01	  +9.6500000000000000E+01	  +6.4079998779296875E+02	  +1.6035310420511532E+04	
  +4.7360000000000000E+03	  +2.5549999237060547E+01	  +9.3000000000000000E+01	  +1.4435999755859375E+03	  +1.9729062166058167E+04	
  +4.7370000000000000E+03	  +2.6850000381469727E+01	  +8.8500000000000000E+01	  +2.1888000488281250E+03	  +2.5619791304170067E+04	
  +4.7380000000000000E+03	  +2.8091667175292969E+01	  +8.4000000000000000E+01	  +2.6640000000000000E+03	  +2.6541636303234372E+04	
  +4.7390000000000000E+03	  +2.9066667556762695E+01	  +8.0000000000000000E+01	  +2.9915998535156250E+03	  +2.6641929816058077E+04	
  +4.7400000000000000E+03	  +2.9906667709350586E+01	  +7.6000000000000000E+01	  +3.3515998535156250E+03	  +2.5865203755485469E+04	
  +4.7410000000000000E+03	  +3.0676668167114258E+01	  +7.2500000000000000E+01	  +3.3660000000000000E+03	  +2.6007984502753181E+04	
  +4.7420000000000000E+03	  +3.1197620391845703E+01	  +7.0500000000000000E+01	  +2.9915998535156250E+03	  +2.7496142502311141E+04	
  +4.7430000000000000E+03	  +3.1375715255737305E+01	  +7.0000000000000000E+01	  +2.6351999511718750E+03	  +2.8832642498572033E+04	
  +4.7440000000000000E+03	  +3.1341249465942383E+01	  +7.1000000000000000E+01	  +1.9980000000000000E+03	  +2.9190968215301971E+04	
  +4.7450000000000000E+03	  +3.0996875762939453E+01	  +7.3500000000000000E+01	  +1.2960000000000000E+03	  +2.8381184296706662E+04	
  +4.7460000000000000E+03	  +3.0313125610351562E+01	  +7.7000000000000000E+01	  +4.9319998168945312E+02	  +2.4974832655545695E+04	
  +4.7470000000000000E+03	  +2.9371252059936523E+01	  +8.1500000000000000E+01	  +1.5119999694824219E+02	  +1.9463174106897426E+04	
  +4.7480000000000000E+03	  +2.8899999618530273E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +1.6618260079658765E+04	
  +4.7490000000000000E+03	  +2.8700000762939453E+01	  +8.6500000000000000E+01	  +0.0000000000000000E+00	  +1.5639209348297803E+04	
  +4.7500000000000000E+03	  +2.8500000000000000E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +1.5077835724217124E+04	
  +4.7510000000000000E+03	  +2.8259374618530273E+01	  +8.8000000000000000E+01	  +0.0000000000000000E+00	  +1.4681489571210612E+04	
  +4.7520000000000000E+03	  +2.7971876144409180E+01	  +8.8000000000000000E+01	  +0.0000000000000000E+00	  +1.4358290008767181E+04	
  +4.7530000000000000E+03	  +2.7940624237060547E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +1.9181261008238365E+04	
  +4.7540000000000000E+03	  +2.7990625381469727E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  +1.9286396726891333E+04	
  +4.7550000000000000E+03	  +2.8049999237060547E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  +1.9321401486103798E+04	
  +4.7560000000000000E+03	  +2.8150001525878906E+01	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  +1.9352609392803359E+04	
  +4.7570000000000000E+03	  +2.8187501907348633E+01	  +8.6500000000000000E+01	  +0.0000000000000000E+00	  +1.9353939890566053E+04	
  +4.7580000000000000E+03	  +2.8299999237060547E+01	  +8.8500000000000000E+01	  +3.6000000000000000E+01	  +1.9519196001654971E+04	
  +4.7590000000000000E+03	  +2.8512500762939453E+01	  +9.0000000000000000E+01	  +1.5119999694824219E+02	  +2.0068647260941776E+04	
  +4.7600000000000000E+03	  +2.8650001525878906E+01	  +9.0000000000000000E+01	  +1.9800000000000000E+02	  +2.0431181045789919E+04	
  +4.7610000000000000E+03	  +2.8750000000000000E+01	  +9.0000000000000000E+01	  +1.7639999389648438E+02	  +2.4170884994252596E+04	
  +4.7620000000000000E+03	  +2.8950000762939453E+01	  +8.9000000000000000E+01	  +5.7959997558593750E+02	  +2.5526787537249886E+04	
  +4.7630000000000000E+03	  +2.9150001525878906E+01	  +8.7500000000000000E+01	  +3.6000000000000000E+02	  +2.5511635709065977E+04	
  +4.7640000000000000E+03	  +2.9237501144409180E+01	  +8.6500000000000000E+01	  +2.7719998168945312E+02	  +2.5295047067142277E+04	
  +4.7650000000000000E+03	  +2.9437500000000000E+01	  +8.4500000000000000E+01	  +8.8559997558593750E+02	  +2.7149289200963347E+04	
  +4.7660000000000000E+03	  +2.9750000000000000E+01	  +8.2500000000000000E+01	  +1.1304000244140625E+03	  +2.8423955323357124E+04	
  +4.7670000000000000E+03	  +3.0015625000000000E+01	  +8.1500000000000000E+01	  +8.4959997558593750E+02	  +2.8184703147077707E+04	
  +4.7680000000000000E+03	  +3.0178125381469727E+01	  +8.1000000000000000E+01	  +7.0200000000000000E+02	  +2.7822795744079176E+04	
  +4.7690000000000000E+03	  +3.0109375000000000E+01	  +8.2000000000000000E+01	  +1.3319999694824219E+02	  +2.5979894199845414E+04	
  +4.7700000000000000E+03	  +2.9959373474121094E+01	  +8.3500000000000000E+01	  +1.5839999389648438E+02	  +2.5532978688875501E+04	
  +4.7710000000000000E+03	  +2.9800001144409180E+01	  +8.5000000000000000E+01	  +4.6799999237060547E+01	  +2.1156682744461705E+04	
  +4.7720000000000000E+03	  +2.9600000381469727E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +2.0589414877264870E+04	
  +4.7730000000000000E+03	  +2.9350000381469727E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +2.0265668572150913E+04	
  +4.7740000000000000E+03	  +2.9100000381469727E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +2.0021712355808744E+04	
  +4.7750000000000000E+03	  +2.8900001525878906E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +1.9836052382714439E+04	
  +4.7760000000000000E+03	  +2.8687500000000000E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +1.9668811866499040E+04	
  +4.7770000000000000E+03	  +2.8250000000000000E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +1.4432001633750389E+04	
  +4.7780000000000000E+03	  +2.7750000000000000E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +1.3961198636840845E+04	
  +4.7790000000000000E+03	  +2.7200000762939453E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  +1.3570410764416176E+04	
  +4.7800000000000000E+03	  +2.6649999618530273E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  +1.3213754664606502E+04	
  +4.7810000000000000E+03	  +2.6149999618530273E+01	  +9.8500000000000000E+01	  +0.0000000000000000E+00	  +1.2892656775461915E+04	
  +4.7820000000000000E+03	  +2.5907142639160156E+01	  +1.0000000000000000E+02	  +9.3600006103515625E+01	  +1.3045680486970246E+04	
  +4.7830000000000000E+03	  +2.6576948165893555E+01	  +9.8500000000000000E+01	  +6.1920007324218750E+02	  +1.6804725976190861E+04	
  +4.7840000000000000E+03	  +2.7869480133056641E+01	  +9.4000000000000000E+01	  +1.5588001708984375E+03	  +2.1560083901540096E+04	
  +4.7850000000000000E+03	  +2.9119346618652344E+01	  +8.9000000000000000E+01	  +1.8936002197265625E+03	  +2.6358165530093487E+04	
  +4.7860000000000000E+03	  +3.0056249618530273E+01	  +8.4500000000000000E+01	  +2.3436000976562500E+03	  +2.7321833939610624E+04	
  +4.7870000000000000E+03	  +3.0914583206176758E+01	  +8.0000000000000000E+01	  +2.6424001464843750E+03	  +2.7588552418762280E+04	
  +4.7880000000000000E+03	  +3.1656250000000000E+01	  +7.6500000000000000E+01	  +2.7000002441406250E+03	  +2.7109660234909119E+04	
  +4.7890000000000000E+03	  +3.2049999237060547E+01	  +7.4000000000000000E+01	  +2.3760002441406250E+03	  +2.7334498257688665E+04	
  +4.7900000000000000E+03	  +3.2350002288818359E+01	  +7.2000000000000000E+01	  +2.7288002929687500E+03	  +2.8288929935417185E+04	
  +4.7910000000000000E+03	  +3.2620834350585938E+01	  +7.0500000000000000E+01	  +2.4300002441406250E+03	  +2.9423356031710351E+04	
  +4.7920000000000000E+03	  +3.2691665649414062E+01	  +7.0500000000000000E+01	  +1.6200002441406250E+03	  +2.8829915148139266E+04	
  +4.7930000000000000E+03	  +3.2153572082519531E+01	  +7.2500000000000000E+01	  +6.6600006103515625E+02	  +2.5467912393641782E+04	
  +4.7940000000000000E+03	  +3.1502679824829102E+01	  +7.5500000000000000E+01	  +4.3200006103515625E+02	  +2.4036604206386244E+04	
  +4.7950000000000000E+03	  +3.0781250000000000E+01	  +7.8500000000000000E+01	  +2.8800003051757812E+01	  +1.7756616697279631E+04	
  +4.7960000000000000E+03	  +3.0149999618530273E+01	  +8.1000000000000000E+01	  +0.0000000000000000E+00	  +1.6543744324785755E+04	
  +4.7970000000000000E+03	  +2.9649999618530273E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  +1.5844447212441419E+04	
  +4.7980000000000000E+03	  +2.9149999618530273E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  +1.5327148074200488E+04	
  +4.7990000000000000E+03	  +2.8649999618530273E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  +1.4900340437057919E+04	
  +4.8000000000000000E+03	  +2.8143749237060547E+01	  +8.6500000000000000E+01	  +0.0000000000000000E+00	  +1.4521981832094805E+04	
  +4.8010000000000000E+03	  +2.7693750381469727E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +4.7092926532708452E+03	
  +4.8020000000000000E+03	  +2.7299999237060547E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +4.0473895304686880E+03	
  +4.8030000000000000E+03	  +2.6900001525878906E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +3.5943523881475817E+03	
  +4.8040000000000000E+03	  +2.6500000000000000E+01	  +9.2000000000000000E+01	  +0.0000000000000000E+00	  +3.2223696205523775E+03	
  +4.8050000000000000E+03	  +2.6099998474121094E+01	  +9.4000000000000000E+01	  +0.0000000000000000E+00	  +2.8899490830148279E+03	
  +4.8060000000000000E+03	  +2.5988891601562500E+01	  +9.4000000000000000E+01	  +1.3680000305175781E+02	  +4.5073657066019077E+03	
  +4.8070000000000000E+03	  +2.6546827316284180E+01	  +9.2500000000000000E+01	  +4.1400000000000000E+02	  +4.9477014811535209E+03	
  +4.8080000000000000E+03	  +2.7064287185668945E+01	  +9.1000000000000000E+01	  +8.6039996337890625E+02	  +6.9152162530971655E+03	
  +4.8090000000000000E+03	  +2.7966667175292969E+01	  +8.8000000000000000E+01	  +1.8863999023437500E+03	  +1.4504019530161770E+04	
  +4.8100000000000000E+03	  +2.9127082824707031E+01	  +8.4000000000000000E+01	  +2.2895998535156250E+03	  +1.6100682098079522E+04	
  +4.8110000000000000E+03	  +2.9987501144409180E+01	  +8.0500000000000000E+01	  +2.3975998535156250E+03	  +1.6688727774799227E+04	
  +4.8120000000000000E+03	  +3.0552083969116211E+01	  +7.7500000000000000E+01	  +2.5343999023437500E+03	  +1.6020268777546935E+04	
  +4.8130000000000000E+03	  +3.1101667404174805E+01	  +7.5000000000000000E+01	  +2.9735998535156250E+03	  +1.6106609242647426E+04	
  +4.8140000000000000E+03	  +3.1559999465942383E+01	  +7.3500000000000000E+01	  +2.0087999267578125E+03	  +1.6866313681940876E+04	
  +4.8150000000000000E+03	  +3.1579999923706055E+01	  +7.3500000000000000E+01	  +1.3751999511718750E+03	  +1.6108900835295686E+04	
  +4.8160000000000000E+03	  +3.1006250381469727E+01	  +7.6000000000000000E+01	  +2.9160000610351562E+02	  +1.2682519227282723E+04	
  +4.8170000000000000E+03	  +3.0277084350585938E+01	  +7.9500000000000000E+01	  +3.0239999389648438E+02	  +1.1539828628874020E+04	
  +4.8180000000000000E+03	  +2.9795833587646484E+01	  +8.2500000000000000E+01	  +5.2559997558593750E+02	  +1.2627559130387541E+04	
  +4.8190000000000000E+03	  +2.9308334350585938E+01	  +8.6000000000000000E+01	  +1.1159999847412109E+02	  +7.0578507880192155E+03	
  +4.8200000000000000E+03	  +2.9049999237060547E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +5.4158349792901754E+03	
  +4.8210000000000000E+03	  +2.8950000762939453E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +4.8201304727060487E+03	
  +4.8220000000000000E+03	  +2.8799999237060547E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +4.4514034120169945E+03	
  +4.8230000000000000E+03	  +2.8650001525878906E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +4.1878318397067924E+03	
  +4.8240000000000000E+03	  +2.8549999237060547E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +3.9989116113776690E+03	
  +4.8250000000000000E+03	  +2.8450000762939453E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +5.0091778764367064E+03	
  +4.8260000000000000E+03	  +2.8350000381469727E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +4.9217266590840436E+03	
  +4.8270000000000000E+03	  +2.8250000000000000E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +4.8231553980767276E+03	
  +4.8280000000000000E+03	  +2.8150001525878906E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +4.7239163454479221E+03	
  +4.8290000000000000E+03	  +2.8082500457763672E+01	  +9.2000000000000000E+01	  +0.0000000000000000E+00	  +4.6386645110190948E+03	
  +4.8300000000000000E+03	  +2.8163333892822266E+01	  +9.4000000000000000E+01	  +6.8400001525878906E+01	  +4.8790930539912133E+03	
  +4.8310000000000000E+03	  +2.8516666412353516E+01	  +9.4000000000000000E+01	  +4.0679998779296875E+02	  +6.5885209090876124E+03	
  +4.8320000000000000E+03	  +2.9399999618530273E+01	  +9.1000000000000000E+01	  +1.0475999755859375E+03	  +9.8641991576007240E+03	
  +4.8330000000000000E+03	  +3.0399999618530273E+01	  +8.7000000000000000E+01	  +1.5300000000000000E+03	  +1.5714685466184839E+04	
  +4.8340000000000000E+03	  +3.1162500381469727E+01	  +8.4000000000000000E+01	  +1.5191999511718750E+03	  +1.6256786025714000E+04	
  +4.8350000000000000E+03	  +3.1849998474121094E+01	  +8.0500000000000000E+01	  +2.3220000000000000E+03	  +1.7677861356318317E+04	
  +4.8360000000000000E+03	  +3.2750000000000000E+01	  +7.6000000000000000E+01	  +2.9231999511718750E+03	  +1.7751736342426106E+04	
  +4.8370000000000000E+03	  +3.3662502288818359E+01	  +7.2500000000000000E+01	  +2.8655998535156250E+03	  +1.8218166520358202E+04	
  +4.8380000000000000E+03	  +3.3900001525878906E+01	  +7.0500000000000000E+01	  +1.6631999511718750E+03	  +1.8433620688050465E+04	
  +4.8390000000000000E+03	  +3.3900001525878906E+01	  +7.0000000000000000E+01	  +1.5911999511718750E+03	  +1.8729669386393554E+04	
  +4.8400000000000000E+03	  +3.3841667175292969E+01	  +7.0500000000000000E+01	  +1.1627999267578125E+03	  +1.7982117261003194E+04	
  +4.8410000000000000E+03	  +3.3520832061767578E+01	  +7.2000000000000000E+01	  +8.0279998779296875E+02	  +1.6679208001006969E+04	
  +4.8420000000000000E+03	  +3.3049999237060547E+01	  +7.4000000000000000E+01	  +5.3279998779296875E+02	  +1.6282003922126065E+04	
  +4.8430000000000000E+03	  +3.2549999237060547E+01	  +7.6500000000000000E+01	  +1.0079999542236328E+02	  +9.9525427897608388E+03	
  +4.8440000000000000E+03	  +3.2049999237060547E+01	  +7.9000000000000000E+01	  +0.0000000000000000E+00	  +8.3551338461203359E+03	
  +4.8450000000000000E+03	  +3.1500000000000000E+01	  +8.1000000000000000E+01	  +0.0000000000000000E+00	  +7.5637877177354194E+03	
  +4.8460000000000000E+03	  +3.0950000762939453E+01	  +8.2500000000000000E+01	  +0.0000000000000000E+00	  +7.0051795666544513E+03	
  +4.8470000000000000E+03	  +3.0450000762939453E+01	  +8.3500000000000000E+01	  +0.0000000000000000E+00	  +6.5712445180697450E+03	
  +4.8480000000000000E+03	  +2.9950000762939453E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  +6.1947621338003073E+03	
  +4.8490000000000000E+03	  +2.9450000762939453E+01	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  +4.3533331608091503E+03	
  +4.8500000000000000E+03	  +2.8950000762939453E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +3.9694539623328701E+03	
  +4.8510000000000000E+03	  +2.8450000762939453E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +3.6282096984286250E+03	
  +4.8520000000000000E+03	  +2.7950000762939453E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +3.3051597372456472E+03	
  +4.8530000000000000E+03	  +2.7381250381469727E+01	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  +2.9638474189189665E+03	
  +4.8540000000000000E+03	  +2.7228309631347656E+01	  +9.5500000000000000E+01	  +8.6399993896484375E+01	  +3.1232756936131968E+03	
  +4.8550000000000000E+03	  +2.7512941360473633E+01	  +9.5000000000000000E+01	  +1.7279998779296875E+02	  +3.5676308907534581E+03	
  +4.8560000000000000E+03	  +2.7945554733276367E+01	  +9.3500000000000000E+01	  +7.8119995117187500E+02	  +6.1156628639068695E+03	
  +4.8570000000000000E+03	  +2.8884443283081055E+01	  +9.0000000000000000E+01	  +1.4003999023437500E+03	  +1.2627912396351927E+04	
  +4.8580000000000000E+03	  +3.0022499084472656E+01	  +8.5500000000000000E+01	  +2.3255998535156250E+03	  +1.5599919109816426E+04	
  +4.8590000000000000E+03	  +3.1050001144409180E+01	  +8.1000000000000000E+01	  +2.4191999511718750E+03	  +1.6139337331367256E+04	
  +4.8600000000000000E+03	  +3.1950000762939453E+01	  +7.7000000000000000E+01	  +2.7755998535156250E+03	  +1.6143583505551598E+04	
  +4.8610000000000000E+03	  +3.2756252288818359E+01	  +7.3500000000000000E+01	  +2.7431999511718750E+03	  +1.6489433033074791E+04	
  +4.8620000000000000E+03	  +3.3209823608398438E+01	  +7.1000000000000000E+01	  +2.6243999023437500E+03	  +1.7793687664641904E+04	
  +4.8630000000000000E+03	  +3.3579765319824219E+01	  +6.9500000000000000E+01	  +2.5128000488281250E+03	  +1.9181427406520317E+04	
