 time                    	t_db                     	RH                       	Rad                      	load                     	
  +2.7050000000000000E+03	  +1.6313333511352539E+01	  +7.9000000000000000E+01	  +2.9519998168945312E+02	  +5.8651106841960764E+03	
  +2.7060000000000000E+03	  +1.5841667175292969E+01	  +8.1000000000000000E+01	  +2.8799999237060547E+01	  +4.3066368937467059E+03	
  +2.7070000000000000E+03	  +1.5399999618530273E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7080000000000000E+03	  +1.5000000000000000E+01	  +8.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7090000000000000E+03	  +1.4600000381469727E+01	  +8.6500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7100000000000000E+03	  +1.4200000762939453E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7110000000000000E+03	  +1.3800000190734863E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7120000000000000E+03	  +1.3400000572204590E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7130000000000000E+03	  +1.3050000190734863E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +3.2689843504041419E+03	
  +2.7140000000000000E+03	  +1.2700000762939453E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +2.6285638847223818E+03	
  +2.7150000000000000E+03	  +1.2300000190734863E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +2.6774197654305444E+03	
  +2.7160000000000000E+03	  +1.1900000572204590E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  +2.5954800947751955E+03	
  +2.7170000000000000E+03	  +1.1500000000000000E+01	  +9.5000000000000000E+01	  +0.0000000000000000E+00	  +2.4606051676093284E+03	
  +2.7180000000000000E+03	  +1.1221428871154785E+01	  +9.6000000000000000E+01	  +3.5999999046325684E+00	  +2.3601106670377849E+03	
  +2.7190000000000000E+03	  +1.1453571319580078E+01	  +9.5500000000000000E+01	  +1.4400000000000000E+02	  +2.9827481286906368E+03	
  +2.7200000000000000E+03	  +1.2050000190734863E+01	  +9.4000000000000000E+01	  +4.6439999389648438E+02	  +4.6071997234500941E+03	
  +2.7210000000000000E+03	  +1.2700000762939453E+01	  +9.2000000000000000E+01	  +5.0400000000000000E+02	  +9.1280816709487281E+03	
  +2.7220000000000000E+03	  +1.3000000000000000E+01	  +9.0500000000000000E+01	  +4.6079998779296875E+02	  +9.4362124315679339E+03	
  +2.7230000000000000E+03	  +1.3200000762939453E+01	  +8.9000000000000000E+01	  +5.5079998779296875E+02	  +1.0029607079435445E+04	
  +2.7240000000000000E+03	  +1.3268750190734863E+01	  +8.7500000000000000E+01	  +3.0239999389648438E+02	  +9.3109560187909883E+03	
  +2.7250000000000000E+03	  +1.3237500190734863E+01	  +8.6500000000000000E+01	  +5.0039999389648438E+02	  +9.9364208768652079E+03	
  +2.7260000000000000E+03	  +1.3406250000000000E+01	  +8.5000000000000000E+01	  +6.3720001220703125E+02	  +1.0300314423241703E+04	
  +2.7270000000000000E+03	  +1.3518750190734863E+01	  +8.4000000000000000E+01	  +4.0319998168945312E+02	  +9.9765173017263223E+03	
  +2.7280000000000000E+03	  +1.3481250762939453E+01	  +8.4500000000000000E+01	  +2.2679998779296875E+02	  +9.2309058153832284E+03	
  +2.7290000000000000E+03	  +1.3250000000000000E+01	  +8.6000000000000000E+01	  +7.9199996948242188E+01	  +8.3759943202738559E+03	
  +2.7300000000000000E+03	  +1.2950000762939453E+01	  +8.8000000000000000E+01	  +2.1599998474121094E+01	  +7.7841820452186548E+03	
  +2.7310000000000000E+03	  +1.2700000762939453E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +3.7258160244024871E+03	
  +2.7320000000000000E+03	  +1.2450000762939453E+01	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  +3.4166103890975614E+03	
  +2.7330000000000000E+03	  +1.2149999618530273E+01	  +9.2500000000000000E+01	  +0.0000000000000000E+00	  +3.1696513938622252E+03	
  +2.7340000000000000E+03	  +1.1850000381469727E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  +2.9564104922945348E+03	
  +2.7350000000000000E+03	  +1.1550000190734863E+01	  +9.3500000000000000E+01	  +0.0000000000000000E+00	  +2.7607695989967538E+03	
  +2.7360000000000000E+03	  +1.1300000190734863E+01	  +9.3500000000000000E+01	  +0.0000000000000000E+00	  +2.5946037224220181E+03	
  +2.7370000000000000E+03	  +1.1000000000000000E+01	  +9.3500000000000000E+01	  +0.0000000000000000E+00	  +7.4118498782125907E+03	
  +2.7380000000000000E+03	  +1.0649999618530273E+01	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  +7.4164941036103082E+03	
  +2.7390000000000000E+03	  +1.0350000381469727E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  +7.3359836671606627E+03	
  +2.7400000000000000E+03	  +1.0010937690734863E+01	  +9.7000000000000000E+01	  +0.0000000000000000E+00	  +7.2033065494309440E+03	
  +2.7410000000000000E+03	  +9.6332292556762695E+00	  +9.9000000000000000E+01	  +0.0000000000000000E+00	  +7.0357400016304509E+03	
  +2.7420000000000000E+03	  +9.4958333969116211E+00	  +9.9000000000000000E+01	  +8.2799995422363281E+01	  +7.2698909024146978E+03	
  +2.7430000000000000E+03	  +1.0782500267028809E+01	  +9.5000000000000000E+01	  +6.6959997558593750E+02	  +1.2711934177800431E+04	
  +2.7440000000000000E+03	  +1.2447812080383301E+01	  +8.9500000000000000E+01	  +1.1411999511718750E+03	  +1.4745092756328235E+04	
  +2.7450000000000000E+03	  +1.4001115798950195E+01	  +8.4000000000000000E+01	  +1.7063999023437500E+03	  +2.0723653594974621E+04	
  +2.7460000000000000E+03	  +1.5441071510314941E+01	  +7.8500000000000000E+01	  +1.7603999023437500E+03	  +2.1499789294966835E+04	
  +2.7470000000000000E+03	  +1.6133928298950195E+01	  +7.4500000000000000E+01	  +1.6560000000000000E+03	  +2.1512928469202379E+04	
  +2.7480000000000000E+03	  +1.6895534515380859E+01	  +7.1000000000000000E+01	  +2.3723999023437500E+03	  +2.2327542041999455E+04	
  +2.7490000000000000E+03	  +1.7914285659790039E+01	  +6.7000000000000000E+01	  +2.5451999511718750E+03	  +2.3148810357096307E+04	
  +2.7500000000000000E+03	  +1.8347597122192383E+01	  +6.4500000000000000E+01	  +1.5443999023437500E+03	  +2.2895303441436747E+04	
  +2.7510000000000000E+03	  +1.8356153488159180E+01	  +6.4000000000000000E+01	  +1.7027999267578125E+03	  +2.3775761544106324E+04	
  +2.7520000000000000E+03	  +1.8323333740234375E+01	  +6.4500000000000000E+01	  +1.2455999755859375E+03	  +2.2993229514720617E+04	
  +2.7530000000000000E+03	  +1.7780952453613281E+01	  +6.6500000000000000E+01	  +7.0559997558593750E+02	  +2.1125719385736174E+04	
  +2.7540000000000000E+03	  +1.6935714721679688E+01	  +6.9500000000000000E+01	  +3.8159997558593750E+02	  +2.0382790850408484E+04	
  +2.7550000000000000E+03	  +1.6200000762939453E+01	  +7.2500000000000000E+01	  +0.0000000000000000E+00	  +1.3341461664426877E+04	
  +2.7560000000000000E+03	  +1.5550000190734863E+01	  +7.5500000000000000E+01	  +0.0000000000000000E+00	  +1.2110240825736186E+04	
  +2.7570000000000000E+03	  +1.4849999427795410E+01	  +7.8000000000000000E+01	  +0.0000000000000000E+00	  +1.1332798266699110E+04	
  +2.7580000000000000E+03	  +1.4193750381469727E+01	  +8.0000000000000000E+01	  +0.0000000000000000E+00	  +1.0759829612319720E+04	
  +2.7590000000000000E+03	  +1.3550000190734863E+01	  +8.1500000000000000E+01	  +0.0000000000000000E+00	  +1.0284615504024083E+04	
  +2.7600000000000000E+03	  +1.2881250381469727E+01	  +8.2500000000000000E+01	  +0.0000000000000000E+00	  +9.8512607178399940E+03	
  +2.7610000000000000E+03	  +1.2350000381469727E+01	  +8.4000000000000000E+01	  +0.0000000000000000E+00	  +4.5059466327489072E+03	
  +2.7620000000000000E+03	  +1.1850000381469727E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  +3.9912219493819052E+03	
  +2.7630000000000000E+03	  +1.1350000381469727E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +3.5946119150797595E+03	
  +2.7640000000000000E+03	  +1.0850000381469727E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  +3.2442832403340199E+03	
  +2.7650000000000000E+03	  +1.0350000381469727E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +2.9163317237622241E+03	
  +2.7660000000000000E+03	  +1.0040909767150879E+01	  +9.2000000000000000E+01	  +3.2399997711181641E+01	  +2.8006753522904710E+03	
  +2.7670000000000000E+03	  +1.0786591529846191E+01	  +9.0500000000000000E+01	  +4.2839999389648438E+02	  +4.9887952605985238E+03	
  +2.7680000000000000E+03	  +1.2154853820800781E+01	  +8.6500000000000000E+01	  +1.0043999633789062E+03	  +8.1454992099639057E+03	
  +2.7690000000000000E+03	  +1.3127429962158203E+01	  +8.3500000000000000E+01	  +7.7759997558593750E+02	  +1.1407015862664333E+04	
  +2.7700000000000000E+03	  +1.4162717819213867E+01	  +8.0000000000000000E+01	  +2.0843999023437500E+03	  +1.5521806700170615E+04	
  +2.7710000000000000E+03	  +1.5357763290405273E+01	  +7.6000000000000000E+01	  +1.3427999267578125E+03	  +1.4931709032137955E+04	
  +2.7720000000000000E+03	  +1.5376555442810059E+01	  +7.5000000000000000E+01	  +7.9200000000000000E+02	  +1.3531151055145070E+04	
  +2.7730000000000000E+03	  +1.5557070732116699E+01	  +7.4000000000000000E+01	  +1.6775999755859375E+03	  +1.5269495329847490E+04	
  +2.7740000000000000E+03	  +1.5886111259460449E+01	  +7.3000000000000000E+01	  +1.2167999267578125E+03	  +1.5156488817316400E+04	
  +2.7750000000000000E+03	  +1.5850000381469727E+01	  +7.3500000000000000E+01	  +9.6839996337890625E+02	  +1.4502219680785531E+04	
  +2.7760000000000000E+03	  +1.5750000000000000E+01	  +7.4500000000000000E+01	  +9.2879998779296875E+02	  +1.4309362498471337E+04	
  +2.7770000000000000E+03	  +1.5431249618530273E+01	  +7.7000000000000000E+01	  +2.9519998168945312E+02	  +1.2178954519188404E+04	
  +2.7780000000000000E+03	  +1.4568750381469727E+01	  +8.1000000000000000E+01	  +1.8000000000000000E+01	  +1.0208526585573332E+04	
  +2.7790000000000000E+03	  +1.4074999809265137E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  +5.6702005878584005E+03	
  +2.7800000000000000E+03	  +1.3849999427795410E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  +5.1593127238635379E+03	
  +2.7810000000000000E+03	  +1.3550000190734863E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +4.7869429484737157E+03	
  +2.7820000000000000E+03	  +1.3300000190734863E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  +4.5104742366977353E+03	
  +2.7830000000000000E+03	  +1.3050000190734863E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  +4.2786336227055317E+03	
  +2.7840000000000000E+03	  +1.2712500572204590E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  +4.0389324188278183E+03	
  +2.7850000000000000E+03	  +1.2600000381469727E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  -3.9854027137809671E+03	
  +2.7860000000000000E+03	  +1.2600000381469727E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  -3.8607744323950956E+03	
  +2.7870000000000000E+03	  +1.2550000190734863E+01	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  -4.3620010319739704E+03	
  +2.7880000000000000E+03	  +1.2500000000000000E+01	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  -4.6707498836615950E+03	
  +2.7890000000000000E+03	  +1.2500000000000000E+01	  +9.2000000000000000E+01	  +0.0000000000000000E+00	  -4.8756587533801967E+03	
  +2.7900000000000000E+03	  +1.2600000381469727E+01	  +9.4000000000000000E+01	  +7.5599998474121094E+01	  -4.7009842845737930E+03	
  +2.7910000000000000E+03	  +1.3328571319580078E+01	  +9.3500000000000000E+01	  +3.5639999389648438E+02	  -3.3535668721998645E+03	
  +2.7920000000000000E+03	  +1.4283928871154785E+01	  +9.0000000000000000E+01	  +6.9839996337890625E+02	  -1.6766181821626178E+03	
  +2.7930000000000000E+03	  +1.5385833740234375E+01	  +8.6000000000000000E+01	  +1.1627999267578125E+03	  +2.8172869297279381E+03	
  +2.7940000000000000E+03	  +1.6666250228881836E+01	  +8.1500000000000000E+01	  +1.5407999267578125E+03	  +4.2614161894694125E+03	
  +2.7950000000000000E+03	  +1.7390277862548828E+01	  +7.8500000000000000E+01	  +7.6679998779296875E+02	  +3.1078538102731577E+03	
  +2.7960000000000000E+03	  +1.7561048507690430E+01	  +7.6000000000000000E+01	  +1.3931999511718750E+03	  +4.4291138400042728E+03	
  +2.7970000000000000E+03	  +1.7796592712402344E+01	  +7.4000000000000000E+01	  +8.0279998779296875E+02	  +3.6450539998744407E+03	
  +2.7980000000000000E+03	  +1.8109375000000000E+01	  +7.2500000000000000E+01	  +1.7207999267578125E+03	  +6.0492989735947795E+03	
  +2.7990000000000000E+03	  +1.8486457824707031E+01	  +7.0500000000000000E+01	  +1.1807999267578125E+03	  +5.6758072436961438E+03	
  +2.8000000000000000E+03	  +1.8458333969116211E+01	  +7.0500000000000000E+01	  +9.2879998779296875E+02	  +5.0280563010839514E+03	
  +2.8010000000000000E+03	  +1.8333333969116211E+01	  +7.1500000000000000E+01	  +7.3439996337890625E+02	  +4.7422561900895971E+03	
  +2.8020000000000000E+03	  +1.7935001373291016E+01	  +7.3500000000000000E+01	  +1.6200000000000000E+02	  +2.1885072437104100E+03	
  +2.8030000000000000E+03	  +1.7239999771118164E+01	  +7.6500000000000000E+01	  +0.0000000000000000E+00	  -1.4452580947793933E+03	
  +2.8040000000000000E+03	  +1.6600000381469727E+01	  +7.9000000000000000E+01	  +0.0000000000000000E+00	  -1.6954471434747513E+03	
  +2.8050000000000000E+03	  +1.6000000000000000E+01	  +8.1000000000000000E+01	  +0.0000000000000000E+00	  -2.5013849713157138E+03	
  +2.8060000000000000E+03	  +1.5399999618530273E+01	  +8.3000000000000000E+01	  +0.0000000000000000E+00	  -3.0867932820993974E+03	
  +2.8070000000000000E+03	  +1.4750000000000000E+01	  +8.4500000000000000E+01	  +0.0000000000000000E+00	  -3.5919321483297840E+03	
  +2.8080000000000000E+03	  +1.4100000381469727E+01	  +8.5500000000000000E+01	  +0.0000000000000000E+00	  -4.0455336138679204E+03	
  +2.8090000000000000E+03	  +1.3500000000000000E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  -3.2835183897750858E+03	
  +2.8100000000000000E+03	  +1.2943749427795410E+01	  +8.9000000000000000E+01	  +0.0000000000000000E+00	  -3.6021785517413296E+03	
  +2.8110000000000000E+03	  +1.2393750190734863E+01	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  -3.9279048721606405E+03	
  +2.8120000000000000E+03	  +1.1850000381469727E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  -4.2511358872886476E+03	
  +2.8130000000000000E+03	  +1.1350000381469727E+01	  +9.5500000000000000E+01	  +0.0000000000000000E+00	  -4.5558532780477672E+03	
  +2.8140000000000000E+03	  +1.1100000381469727E+01	  +9.6000000000000000E+01	  +5.0400001525878906E+01	  -4.5643725719900285E+03	
  +2.8150000000000000E+03	  +1.1852272987365723E+01	  +9.3500000000000000E+01	  +2.8439999389648438E+02	  -3.4020904448814640E+03	
  +2.8160000000000000E+03	  +1.2614394187927246E+01	  +9.1000000000000000E+01	  +4.0679998779296875E+02	  -2.3951894615061888E+03	
  +2.8170000000000000E+03	  +1.2841667175292969E+01	  +8.9500000000000000E+01	  +2.4479998779296875E+02	  +0.0000000000000000E+00	
  +2.8180000000000000E+03	  +1.2701893806457520E+01	  +8.9000000000000000E+01	  +1.8000000000000000E+01	  -2.7712677654607876E+02	
  +2.8190000000000000E+03	  +1.2523701667785645E+01	  +8.8500000000000000E+01	  +1.0079999542236328E+02	  +0.0000000000000000E+00	
  +2.8200000000000000E+03	  +1.2742207527160645E+01	  +8.6000000000000000E+01	  +9.6839996337890625E+02	  +1.2168171696821973E+03	
  +2.8210000000000000E+03	  +1.4005113601684570E+01	  +8.0500000000000000E+01	  +1.9691999511718750E+03	  +3.7565346710003291E+03	
  +2.8220000000000000E+03	  +1.5314583778381348E+01	  +7.4500000000000000E+01	  +2.1095998535156250E+03	  +6.2190614536792582E+03	
  +2.8230000000000000E+03	  +1.6436666488647461E+01	  +7.0000000000000000E+01	  +2.1240000000000000E+03	  +8.2531655979201878E+03	
  +2.8240000000000000E+03	  +1.7243635177612305E+01	  +6.7000000000000000E+01	  +1.7027999267578125E+03	  +9.1725988388899113E+03	
  +2.8250000000000000E+03	  +1.7711364746093750E+01	  +6.5500000000000000E+01	  +1.4111999511718750E+03	  +1.0697788017729652E+04	
  +2.8260000000000000E+03	  +1.7693750381469727E+01	  +6.6000000000000000E+01	  +4.2839999389648438E+02	  +7.3632540243820804E+03	
  +2.8270000000000000E+03	  +1.6996250152587891E+01	  +6.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8280000000000000E+03	  +1.6260000228881836E+01	  +7.1000000000000000E+01	  +0.0000000000000000E+00	  -3.1943299703592453E+02	
  +2.8290000000000000E+03	  +1.5500000000000000E+01	  +7.3000000000000000E+01	  +0.0000000000000000E+00	  -9.7419008103485646E+02	
  +2.8300000000000000E+03	  +1.4700000762939453E+01	  +7.5000000000000000E+01	  +0.0000000000000000E+00	  -1.8764366828153932E+03	
  +2.8310000000000000E+03	  +1.3943750381469727E+01	  +7.6500000000000000E+01	  +0.0000000000000000E+00	  -2.5581398114282242E+03	
  +2.8320000000000000E+03	  +1.3212500572204590E+01	  +7.7500000000000000E+01	  +0.0000000000000000E+00	  -3.1277921561224325E+03	
  +2.8330000000000000E+03	  +1.2368750572204590E+01	  +8.0500000000000000E+01	  +0.0000000000000000E+00	  -5.1812768962679693E+03	
  +2.8340000000000000E+03	  +1.1400000572204590E+01	  +8.4000000000000000E+01	  +0.0000000000000000E+00	  -5.8149362746233273E+03	
  +2.8350000000000000E+03	  +1.0400000572204590E+01	  +8.7000000000000000E+01	  +0.0000000000000000E+00	  -6.4158976949569033E+03	
  +2.8360000000000000E+03	  +9.4000005722045898E+00	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  -6.9973306702160971E+03	
  +2.8370000000000000E+03	  +8.4000005722045898E+00	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  -7.5682099962589418E+03	
  +2.8380000000000000E+03	  +7.6475000381469727E+00	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  -8.0364142077541092E+03	
  +2.8390000000000000E+03	  +8.1337499618530273E+00	  +9.4000000000000000E+01	  +2.0879998779296875E+02	  -7.1961495290099338E+03	
  +2.8400000000000000E+03	  +8.9020833969116211E+00	  +9.1500000000000000E+01	  +4.9319998168945312E+02	  -5.6676679198889578E+03	
  +2.8410000000000000E+03	  +9.3305559158325195E+00	  +9.0000000000000000E+01	  +2.1600000000000000E+02	  -2.5364494021807518E+03	
  +2.8420000000000000E+03	  +9.8718261718750000E+00	  +8.7500000000000000E+01	  +1.1015999755859375E+03	  +0.0000000000000000E+00	
  +2.8430000000000000E+03	  +1.0508035659790039E+01	  +8.4500000000000000E+01	  +4.9679998779296875E+02	  -4.3176713361412658E+02	
  +2.8440000000000000E+03	  +1.0391249656677246E+01	  +8.3500000000000000E+01	  +2.3759999084472656E+02	  -1.3684437433460671E+03	
  +2.8450000000000000E+03	  +1.0265000343322754E+01	  +8.2500000000000000E+01	  +5.1479998779296875E+02	  -9.9322033890425507E+02	
  +2.8460000000000000E+03	  +1.0399999618530273E+01	  +8.1500000000000000E+01	  +6.9839996337890625E+02	  -2.7559920300727561E+02	
  +2.8470000000000000E+03	  +1.0600000381469727E+01	  +8.0500000000000000E+01	  +7.0200000000000000E+02	  +0.0000000000000000E+00	
  +2.8480000000000000E+03	  +1.0768750190734863E+01	  +8.0000000000000000E+01	  +7.2359997558593750E+02	  +0.0000000000000000E+00	
  +2.8490000000000000E+03	  +1.0808750152587891E+01	  +8.0500000000000000E+01	  +6.4800000000000000E+02	  +0.0000000000000000E+00	
  +2.8500000000000000E+03	  +1.0810000419616699E+01	  +8.1500000000000000E+01	  +3.4919998168945312E+02	  +0.0000000000000000E+00	
  +2.8510000000000000E+03	  +1.0449999809265137E+01	  +8.3500000000000000E+01	  +0.0000000000000000E+00	  -5.7766113762227005E+03	
  +2.8520000000000000E+03	  +9.9499998092651367E+00	  +8.6000000000000000E+01	  +0.0000000000000000E+00	  -6.6326821496808243E+03	
  +2.8530000000000000E+03	  +9.5000000000000000E+00	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  -7.2062463918407148E+03	
  +2.8540000000000000E+03	  +9.0500001907348633E+00	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  -7.6366193050092143E+03	
  +2.8550000000000000E+03	  +8.5500001907348633E+00	  +8.9500000000000000E+01	  +0.0000000000000000E+00	  -8.0204740960861818E+03	
  +2.8560000000000000E+03	  +8.0812501907348633E+00	  +9.0500000000000000E+01	  +0.0000000000000000E+00	  -8.3585309708353670E+03	
  +2.8570000000000000E+03	  +7.7500000000000000E+00	  +9.1000000000000000E+01	  +0.0000000000000000E+00	  -3.7921317986725248E+03	
  +2.8580000000000000E+03	  +7.4000000953674316E+00	  +9.1500000000000000E+01	  +0.0000000000000000E+00	  -3.8492442934125829E+03	
  +2.8590000000000000E+03	  +7.0562500953674316E+00	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  -3.9937222538721526E+03	
  +2.8600000000000000E+03	  +6.6999998092651367E+00	  +9.4500000000000000E+01	  +0.0000000000000000E+00	  -4.1736124549303877E+03	
  +2.8610000000000000E+03	  +6.3000001907348633E+00	  +9.6500000000000000E+01	  +0.0000000000000000E+00	  -4.3849933626576176E+03	
  +2.8620000000000000E+03	  +6.0666666030883789E+00	  +9.7500000000000000E+01	  +3.2400001525878906E+01	  -4.4155666778803952E+03	
  +2.8630000000000000E+03	  +6.3583335876464844E+00	  +9.8500000000000000E+01	  +1.6200001525878906E+02	  -3.8281872219860070E+03	
  +2.8640000000000000E+03	  +6.6000003814697266E+00	  +1.0000000000000000E+02	  +2.0160002136230469E+02	  -3.4654991491165697E+03	
  +2.8650000000000000E+03	  +6.7750000953674316E+00	  +1.0000000000000000E+02	  +3.7080001831054688E+02	  +0.0000000000000000E+00	
  +2.8660000000000000E+03	  +7.1000003814697266E+00	  +1.0000000000000000E+02	  +5.4000006103515625E+02	  +0.0000000000000000E+00	
  +2.8670000000000000E+03	  +7.5000000000000000E+00	  +1.0000000000000000E+02	  +7.4160003662109375E+02	  +8.6298523047434003E+02	
  +2.8680000000000000E+03	  +7.8750000000000000E+00	  +1.0000000000000000E+02	  +7.8840008544921875E+02	  +1.5149228827557249E+03	
  +2.8690000000000000E+03	  +8.0343751907348633E+00	  +1.0000000000000000E+02	  +5.9760003662109375E+02	  +1.2812110920784285E+03	
  +2.8700000000000000E+03	  +7.8977680206298828E+00	  +1.0000000000000000E+02	  +2.7000003051757812E+02	  +3.8213232293567171E+02	
  +2.8710000000000000E+03	  +7.9574408531188965E+00	  +1.0000000000000000E+02	  +1.0512000732421875E+03	  +2.6071626239995585E+03	
  +2.8720000000000000E+03	  +8.0014886856079102E+00	  +1.0000000000000000E+02	  +4.2120004272460938E+02	  +1.3982935741237700E+03	
  +2.8730000000000000E+03	  +7.8482146263122559E+00	  +1.0000000000000000E+02	  +4.8600006103515625E+02	  +1.3897798312339628E+03	
  +2.8740000000000000E+03	  +7.5107145309448242E+00	  +1.0000000000000000E+02	  +2.0520002746582031E+02	  +1.6880465375402846E+02	
  +2.8750000000000000E+03	  +8.0000000000000000E+00	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  -2.8093696446510448E+03	
  +2.8760000000000000E+03	  +9.0000000000000000E+00	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  -2.2392752170908120E+03	
  +2.8770000000000000E+03	  +9.9500007629394531E+00	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  -2.2636137913468110E+03	
  +2.8780000000000000E+03	  +1.0900000572204590E+01	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  -2.0721465446100096E+03	
  +2.8790000000000000E+03	  +1.1900000572204590E+01	  +1.0000000000000000E+02	  +0.0000000000000000E+00	  -1.7617248576917400E+03	
  +2.8800000000000000E+03	  +1.2931250572204590E+01	  +9.8500000000000000E+01	  +0.0000000000000000E+00	  -1.3813072047875719E+03	
  +2.8810000000000000E+03	  +1.3681250572204590E+01	  +9.6000000000000000E+01	  +0.0000000000000000E+00	  +2.3152597999088530E+03	
  +2.8820000000000000E+03	  +1.4150000572204590E+01	  +9.3000000000000000E+01	  +0.0000000000000000E+00	  +2.1414383510046578E+03	
  +2.8830000000000000E+03	  +1.4650000572204590E+01	  +9.0000000000000000E+01	  +0.0000000000000000E+00	  +2.6925354470629468E+03	
  +2.8840000000000000E+03	  +1.5191666603088379E+01	  +8.8500000000000000E+01	  +0.0000000000000000E+00	  +3.1122928386178842E+03	
  +2.8850000000000000E+03	  +1.5763333320617676E+01	  +8.7500000000000000E+01	  +0.0000000000000000E+00	  +3.4865625336867206E+03	
  +2.8860000000000000E+03	  +1.6157501220703125E+01	  +8.7000000000000000E+01	  +5.4000000000000000E+01	  +3.9732810443537569E+03	
  +2.8870000000000000E+03	  +1.6582500457763672E+01	  +8.6000000000000000E+01	  +2.9160000610351562E+02	  +5.2169652511106287E+03	
  +2.8880000000000000E+03	  +1.7642499923706055E+01	  +8.3000000000000000E+01	  +8.2439996337890625E+02	  +7.9852977995920255E+03	
  +2.8890000000000000E+03	  +1.8743749618530273E+01	  +7.9500000000000000E+01	  +8.1719995117187500E+02	  +1.2446538772989188E+04	
  +2.8900000000000000E+03	  +1.9083749771118164E+01	  +7.8000000000000000E+01	  +5.5800000000000000E+02	  +1.2135582887992499E+04	
  +2.8910000000000000E+03	  +1.9043333053588867E+01	  +7.7500000000000000E+01	  +4.9679998779296875E+02	  +1.2300948771245081E+04	
  +2.8920000000000000E+03	  +1.9156667709350586E+01	  +7.6500000000000000E+01	  +7.4159997558593750E+02	  +1.2957167469537262E+04	
  +2.8930000000000000E+03	  +1.9251667022705078E+01	  +7.5500000000000000E+01	  +5.2559997558593750E+02	  +1.2864884696888068E+04	
  +2.8940000000000000E+03	  +1.9183334350585938E+01	  +7.5000000000000000E+01	  +4.9319998168945312E+02	  +1.2778838646261514E+04	
  +2.8950000000000000E+03	  +1.9283332824707031E+01	  +7.4500000000000000E+01	  +8.8200000000000000E+02	  +1.3797799547861334E+04	
  +2.8960000000000000E+03	  +1.9558334350585938E+01	  +7.4000000000000000E+01	  +9.7919995117187500E+02	  +1.4807989276396625E+04	
  +2.8970000000000000E+03	  +1.9703332901000977E+01	  +7.5000000000000000E+01	  +5.3639996337890625E+02	  +1.3648986127578548E+04	
  +2.8980000000000000E+03	  +1.9467500686645508E+01	  +7.7000000000000000E+01	  +1.8719999694824219E+02	  +1.2246103345023415E+04	
  +2.8990000000000000E+03	  +1.9100000381469727E+01	  +7.9500000000000000E+01	  +0.0000000000000000E+00	  +7.3471109255865467E+03	
  +2.9000000000000000E+03	  +1.8700000762939453E+01	  +8.2000000000000000E+01	  +0.0000000000000000E+00	  +6.7659220076852362E+03	
